PG.Genes	PG.ProteinAccessions	PG.ProteinDescriptions	PG.ProteinNames	PG.Qvalue	gene_id	gene_chr	gene_start_hg38	gene_end_hg38	strand
NUDT21	O43809	Cleavage and polyadenylation specificity factor subunit 5	CPSF5_HUMAN	2.31e-11	11051	16	56429136	56451349	-
NUDT3	O95989	Diphosphoinositol polyphosphate phosphohydrolase 1	NUDT3_HUMAN	2.44e-06	11165	6	34287194	34392680	-
NUDT4	Q9NZJ9	Diphosphoinositol polyphosphate phosphohydrolase 2	NUDT4_HUMAN	0.005182793	11163	12	93377923	93403248	+
NUDT5	Q9UKK9	ADP-sugar pyrophosphatase	NUDT5_HUMAN	1.13e-08	11164	10	12165330	12196144	-
NUDT8	Q8WV74	Mitochondrial coenzyme A diphosphatase NUDT8	NUDT8_HUMAN	1.63e-05	254552	11	67627938	67629937	-
NUDT9	Q9BW91	"ADP-ribose pyrophosphatase, mitochondrial"	NUDT9_HUMAN	6.33e-06	53343	4	87422557	87459454	+
NUFIP2	Q7Z417	Nuclear fragile X mental retardation-interacting protein 2	NUFP2_HUMAN	0.000507267	57532	17	29255836	29294148	-
NUMA1	Q14980	Nuclear mitotic apparatus protein 1	NUMA1_HUMAN	5.94e-16	4926	11	72002864	72080693	-
NUMB	P49757	Protein numb homolog	NUMB_HUMAN	3.17e-09	8650	14	73275154	73458582	-
NUMBL	Q9Y6R0	Numb-like protein	NUMBL_HUMAN	0.00128633	9253	19	40665905	40691675	-
NUP107	P57740	Nuclear pore complex protein Nup107	NU107_HUMAN	7.35e-10	57122	12	68686951	68742693	+
NUP133	Q8WUM0	Nuclear pore complex protein Nup133	NU133_HUMAN	6.82e-14	55746	1	229441297	229508341	-
NUP153	P49790	Nuclear pore complex protein Nup153	NU153_HUMAN	4.24e-06	9972	6	17615035	17706834	-
NUP155	O75694	Nuclear pore complex protein Nup155	NU155_HUMAN	5.31e-22	9631	5	37291633	37371455	-
NUP160	Q12769	Nuclear pore complex protein Nup160	NU160_HUMAN	3.59e-19	23279	11	47778113	47848505	-
NUP188	Q5SRE5	Nucleoporin NUP188	NU188_HUMAN	0.000291412	23511	9	128947693	129007096	+
NUP205	Q92621	Nuclear pore complex protein Nup205	NU205_HUMAN	2.08e-22	23165	7	135557914	135648753	+
NUP210	Q8TEM1	Nuclear pore membrane glycoprotein 210	PO210_HUMAN	8.33e-21	23225	3	13316230	13420319	-
NUP214	P35658	Nuclear pore complex protein Nup214	NU214_HUMAN	2.84e-07	8021	9	131124959	131234670	+
NUP35	Q8NFH5	Nucleoporin NUP35	NUP35_HUMAN	0.000412645	129401	2	183117490	183161684	+
NUP37	Q8NFH4	Nucleoporin Nup37	NUP37_HUMAN	7.49e-07	79023	12	102074189	102120139	-
NUP43	Q8NFH3	Nucleoporin Nup43	NUP43_HUMAN	5.15e-09	348995	6	149724315	149746572	-
NUP50	Q9UKX7	Nuclear pore complex protein Nup50	NUP50_HUMAN	4.08e-20	10762	22	45163845	45188011	+
NUP54	Q7Z3B4	Nucleoporin p54	NUP54_HUMAN	2.34e-08	53371	4	76114659	76148515	-
NUP58	Q9BVL2	Nucleoporin p58/p45	NUP58_HUMAN	1.21e-06					
NUP62	P37198	Nuclear pore glycoprotein p62	NUP62_HUMAN	5.83e-14	23636	19	49906825	49929731	-
NUP85	Q9BW27	Nuclear pore complex protein Nup85	NUP85_HUMAN	2.93e-06	79902	17	75205450	75235759	+
NUP88	Q99567	Nuclear pore complex protein Nup88	NUP88_HUMAN	1.29e-09	4927	17	5386026	5419739	-
NUP93	Q8N1F7	Nuclear pore complex protein Nup93	NUP93_HUMAN	5.93e-18	9688	16	56730105	56844950	+
NUP98	P52948	Nuclear pore complex protein Nup98-Nup96	NUP98_HUMAN	4.55e-09	4928	11	3675010	3797792	-
NUTF2	P61970	Nuclear transport factor 2	NTF2_HUMAN	1.28e-09	10204	16	67846916	67872567	+
NXF1	Q9UBU9	Nuclear RNA export factor 1	NXF1_HUMAN	1.05e-07	10482	11	62792126	62805492	-
NXN	Q6DKJ4	Nucleoredoxin	NXN_HUMAN	0.000160154	64359	17	799313	979767	-
OAF	Q86UD1	Out at first protein homolog	OAF_HUMAN	0.000437784	220323	11	120211039	120229941	+
OARD1	Q9Y530	ADP-ribose glycohydrolase OARD1	OARD1_HUMAN	1.13e-08	221443	6	41066792	41072449	-
OAS2	P29728	2'-5'-oligoadenylate synthase 2	OAS2_HUMAN	0.000192322	4939	12	112970819	113011723	+
OAS3	Q9Y6K5	2'-5'-oligoadenylate synthase 3	OAS3_HUMAN	8.8e-14	4940	12	112938433	112973249	+
OAT	P04181	"Ornithine aminotransferase, mitochondrial"	OAT_HUMAN	6.91e-23	4942	10	124397303	124418976	-
OCIAD1	Q9NX40	OCIA domain-containing protein 1	OCAD1_HUMAN	1.06e-18	54940	4	48831043	48861817	+
OCIAD2	Q56VL3	OCIA domain-containing protein 2	OCAD2_HUMAN	1.28e-12	132299	4	48885380	48906828	-
OCRL	Q01968	Inositol polyphosphate 5-phosphatase OCRL	OCRL_HUMAN	9.53e-17	4952	X	129532740	129592556	+
ODR4	Q5SWX8	Protein odr-4 homolog	ODR4_HUMAN	1.31e-09					
OGA	O60502	Protein O-GlcNAcase	OGA_HUMAN	1.19e-12					
OGDH	Q02218	"2-oxoglutarate dehydrogenase, mitochondrial"	ODO1_HUMAN	3.79e-23	4967	7	44606522	44709070	+
OGFOD3	Q6PK18	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3	OGFD3_HUMAN	0.009063999	79701	17	82389210	82418637	-
OGFR	Q9NZT2	Opioid growth factor receptor	OGFR_HUMAN	0.000741007	11054	20	62804825	62814000	+
OGFRL1	Q5TC84	Opioid growth factor receptor-like protein 1	OGRL1_HUMAN	0.004396026	79627	6	71288774	71308953	+
OGN	P20774	Mimecan	MIME_HUMAN	1.29e-13	4969	9	92383967	92404655	-
OGT	O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	OGT1_HUMAN	0.000187875	8473	X	71533062	71575897	+
OIT3	Q8WWZ8	Oncoprotein-induced transcript 3 protein	OIT3_HUMAN	0.005736997	170392	10	72893556	72933036	+
OLA1	Q9NTK5	Obg-like ATPase 1	OLA1_HUMAN	1.59e-18	29789	2	174072447	174248637	-
OLFM4	Q6UX06	Olfactomedin-4	OLFM4_HUMAN	1.34e-13	10562	13	53028741	53052061	+
OLFML1	Q6UWY5	Olfactomedin-like protein 1	OLFL1_HUMAN	9.64e-19	283298	11	7485369	7511897	+
OLFML3	Q9NRN5	Olfactomedin-like protein 3	OLFL3_HUMAN	2.57e-13	56944	1	113979391	113982254	+
OLR1	P78380	Oxidized low-density lipoprotein receptor 1	OLR1_HUMAN	0.000120805	4973	12	10158300	10176261	-
OMD	Q99983	Osteomodulin	OMD_HUMAN	3.49e-14	4958	9	92414245	92424554	-
OPA1	O60313	"Dynamin-like 120 kDa protein, mitochondrial"	OPA1_HUMAN	3.79e-23	4976	3	193593144	193697811	+
OPLAH	O14841	5-oxoprolinase	OPLA_HUMAN	2.28e-12	26873	8	144051266	144064026	-
OPTN	Q96CV9	Optineurin	OPTN_HUMAN	2.47e-20	10133	10	13100075	13138291	+
OR8D2	Q9GZM6	Olfactory receptor 8D2	OR8D2_HUMAN	0.004914851	283160	11	124319262	124320197	-
ORC3	Q9UBD5	Origin recognition complex subunit 3	ORC3_HUMAN	0.000529219	23595	6	87590067	87667454	+
ORC4	O43929	Origin recognition complex subunit 4	ORC4_HUMAN	0.002627951	5000	2	147930397	148021604	-
ORC5	O43913	Origin recognition complex subunit 5	ORC5_HUMAN	0.006299057	5001	7	104126341	104208047	-
ORM1	P02763	Alpha-1-acid glycoprotein 1	A1AG1_HUMAN	3.79e-23	5004	9	114323023	114326479	+
ORM2	P19652	Alpha-1-acid glycoprotein 2	A1AG2_HUMAN	1.43e-17	5005	9	114329789	114333256	+
OS9	Q13438	Protein OS-9	OS9_HUMAN	0.001048334	10956	12	57693955	57721557	+
OSBP	P22059	Oxysterol-binding protein 1	OSBP1_HUMAN	1.15e-10	5007	11	59574398	59616144	-
OSBPL11	Q9BXB4	Oxysterol-binding protein-related protein 11	OSB11_HUMAN	3.35e-07	114885	3	125528858	125595537	-
OSBPL1A	Q9BXW6	Oxysterol-binding protein-related protein 1	OSBL1_HUMAN	0.002548151	114876	18	24162045	24397882	-
OSBPL2	Q9H1P3	Oxysterol-binding protein-related protein 2	OSBL2_HUMAN	0.000282659	9885	20	62238485	62296213	+
OSBPL3	Q9H4L5	Oxysterol-binding protein-related protein 3	OSBL3_HUMAN	0.001047201	26031	7	24796537	24980212	-
OSBPL8	Q9BZF1	Oxysterol-binding protein-related protein 8	OSBL8_HUMAN	2.27e-10	114882	12	76351797	76559809	-
OSBPL9	Q96SU4	Oxysterol-binding protein-related protein 9	OSBL9_HUMAN	0.004634546	114883	1	51616874	51789219	+
OSGEP	Q9NPF4	Probable tRNA N6-adenosine threonylcarbamoyltransferase	OSGEP_HUMAN	4.89e-09	55644	14	20447048	20455108	-
OSTF1	Q92882	Osteoclast-stimulating factor 1	OSTF1_HUMAN	1.48e-07	26578	9	75088482	75148137	+
OSTM1	Q86WC4	Osteopetrosis-associated transmembrane protein 1	OSTM1_HUMAN	0.005120116	28962	6	108041409	108074737	-
OTUB1	Q96FW1	Ubiquitin thioesterase OTUB1	OTUB1_HUMAN	2.29e-15	55611	11	63985853	63998420	+
OTUD4	Q01804	OTU domain-containing protein 4	OTUD4_HUMAN	0.001005291	54726	4	145133650	145179973	-
OTUD6B	Q8N6M0	Deubiquitinase OTUD6B	OTU6B_HUMAN	8.63e-06	51633	8	91070196	91087095	+
OTULIN	Q96BN8	Ubiquitin thioesterase otulin	OTUL_HUMAN	3.01e-05	90268	5	14664674	14712867	+
OTULINL	Q9NUU6	Inactive ubiquitin thioesterase OTULINL	OTULL_HUMAN	9.32e-05					
OVCA2	Q8WZ82	Esterase OVCA2	OVCA2_HUMAN	1.07e-05	124641	17	2041983	2043431	+
OXCT1	P55809	"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial"	SCOT1_HUMAN	3.79e-23	5019	5	41730065	41870689	-
OXR1	Q8N573	Oxidation resistance protein 1	OXR1_HUMAN	1.53e-12	55074	8	106270178	106752694	+
OXSM	Q9NWU1	"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial"	OXSM_HUMAN	4.98e-06	54995	3	25790072	25794534	+
OXSR1	O95747	Serine/threonine-protein kinase OSR1	OXSR1_HUMAN	3.79e-23	9943	3	38165260	38255488	+
P2RX1	P51575	P2X purinoceptor 1	P2RX1_HUMAN	0.000895323	5023	17	3896591	3916666	-
P2RX4	Q99571	P2X purinoceptor 4	P2RX4_HUMAN	6.86e-05	5025	12	121209861	121234106	+
P2RX7	Q99572	P2X purinoceptor 7	P2RX7_HUMAN	0.000599863	5027	12	121132819	121186551	+
P3H1	Q32P28	Prolyl 3-hydroxylase 1	P3H1_HUMAN	1.01e-10	64175	1	42746335	42767084	-
P3H3	Q8IVL6	Prolyl 3-hydroxylase 3	P3H3_HUMAN	0.001456203	10536	12	6828373	6839854	+
P3H4	Q92791	Endoplasmic reticulum protein SC65	SC65_HUMAN	5.06e-16	10609	17	41801952	41812616	-
P4HA1	P13674	Prolyl 4-hydroxylase subunit alpha-1	P4HA1_HUMAN	3.79e-23	5033	10	73007217	73096974	-
P4HA2	O15460	Prolyl 4-hydroxylase subunit alpha-2	P4HA2_HUMAN	8.26e-12	8974	5	132192009	132227863	-
P4HB	P07237	Protein disulfide-isomerase	PDIA1_HUMAN	1.01e-13	5034	17	81843158	81860668	-
PA2G4	Q9UQ80	Proliferation-associated protein 2G4	PA2G4_HUMAN	9.39e-12	5036	12	56104319	56113910	+
PAAF1	Q9BRP4	Proteasomal ATPase-associated factor 1	PAAF1_HUMAN	7.23e-11	80227	11	73876699	73927736	+
PABPC1	P11940	Polyadenylate-binding protein 1	PABP1_HUMAN	3.72e-13	26986	8	100702916	100722998	-
PABPC4	Q13310	Polyadenylate-binding protein 4	PABP4_HUMAN	2.71e-10	8761	1	39560813	39576849	-
PABPN1	Q86U42	Polyadenylate-binding protein 2	PABP2_HUMAN	3.5e-15	8106	14	23320188	23326185	+
PACS1	Q6VY07	Phosphofurin acidic cluster sorting protein 1	PACS1_HUMAN	1.21e-07	55690	11	66070353	66244747	+
PACSIN2	Q9UNF0	Protein kinase C and casein kinase substrate in neurons protein 2	PACN2_HUMAN	1.31e-13	11252	22	42869766	43015690	-
PACSIN3	Q9UKS6	Protein kinase C and casein kinase substrate in neurons protein 3	PACN3_HUMAN	3.59e-11	29763	11	47177522	47186459	-
PADI1	Q9ULC6	Protein-arginine deiminase type-1	PADI1_HUMAN	1.09e-06	29943	1	17205123	17246006	+
PADI2	Q9Y2J8	Protein-arginine deiminase type-2	PADI2_HUMAN	1.58e-05	11240	1	17066761	17119453	-
PADI4	Q9UM07	Protein-arginine deiminase type-4	PADI4_HUMAN	2.15e-08	23569	1	17308195	17364004	+
PAF1	Q8N7H5	RNA polymerase II-associated factor 1 homolog	PAF1_HUMAN	1.66e-07	54623	19	39385629	39391195	-
PAFAH1B1	P43034	Platelet-activating factor acetylhydrolase IB subunit beta	LIS1_HUMAN	2.98e-12	5048	17	2593629	2685617	+
PAFAH1B2	P68402	Platelet-activating factor acetylhydrolase IB subunit alpha2	PA1B2_HUMAN	9.81e-14	5049	11	117144284	117178173	+
PAFAH1B3	Q15102	Platelet-activating factor acetylhydrolase IB subunit alpha1	PA1B3_HUMAN	9.35e-08	5050	19	42297033	42302800	-
PAFAH2	Q99487	"Platelet-activating factor acetylhydrolase 2, cytoplasmic"	PAFA2_HUMAN	8.84e-05	5051	1	25959764	25998581	-
PAICS	P22234	Multifunctional protein ADE2	PUR6_HUMAN	3.19e-10	10606	4	56435749	56461368	+
PAIP1	Q9H074	Polyadenylate-binding protein-interacting protein 1	PAIP1_HUMAN	3.44e-07	10605	5	43526267	43557419	-
PAK1	Q13153	Serine/threonine-protein kinase PAK 1	PAK1_HUMAN	4.91e-10	5058	11	77321551	77474063	-
PAK1IP1	Q9NWT1	p21-activated protein kinase-interacting protein 1	PK1IP_HUMAN	0.005234659	55003	6	10690865	10709782	+
PAK2	Q13177	Serine/threonine-protein kinase PAK 2	PAK2_HUMAN	1.55e-15	5062	3	196739857	196832647	+
PALD1	Q9ULE6	Paladin	PALD_HUMAN	0.001786052	27143	10	70458545	70568450	+
PALLD	Q8WX93	Palladin	PALLD_HUMAN	3.79e-23	23022	4	168497064	168928457	+
PALM	O75781	Paralemmin-1	PALM_HUMAN	7.12e-21	5064	19	708953	748330	+
PALM2	Q8IXS6	Paralemmin-2	PALM2_HUMAN	1.1e-09	114299	9	109640788	109951476	+
PALMD	Q9NP74	Palmdelphin	PALMD_HUMAN	3e-20	54873	1	99645875	99694541	+
PALS1	Q8N3R9	Protein PALS1	PALS1_HUMAN	0.000803076					
PALS2	Q9NZW5	Protein PALS2	PALS2_HUMAN	2.53e-11					
PANK4	Q9NVE7	4'-phosphopantetheine phosphatase	PANK4_HUMAN	6.57e-07	55229	1	2508531	2526628	-
PAPLN	O95428	Papilin	PPN_HUMAN	2.8e-08	89932	14	73235843	73274640	+
PAPOLA	P51003	Poly(A) polymerase alpha	PAPOA_HUMAN	2.22e-06	10914	14	96502376	96567116	+
PAPPA	Q13219	Pappalysin-1	PAPP1_HUMAN	5.37e-10	5069	9	116153792	116402321	+
PAPSS1	O43252	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	PAPS1_HUMAN	2.55e-08	9061	4	107613666	107720263	-
PAPSS2	O95340	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 2	PAPS2_HUMAN	0.000438805	9060	10	87659719	87747705	+
PARD3	Q8TEW0	Partitioning defective 3 homolog	PARD3_HUMAN	7.33e-06	56288	10	34109560	34815325	-
PARD3B	Q8TEW8	Partitioning defective 3 homolog B	PAR3L_HUMAN	0.00857348	117583	2	204545793	205620162	+
PARD6G	Q9BYG4	Partitioning defective 6 homolog gamma	PAR6G_HUMAN	0.009657008	84552	18	80157232	80247514	-
PARK7	Q99497	Parkinson disease protein 7	PARK7_HUMAN	3.2e-14	11315	1	7961654	7985283	+
PARL	Q9H300	"Presenilins-associated rhomboid-like protein, mitochondrial"	PARL_HUMAN	0.001602086	55486	3	183826488	183884905	-
PARN	O95453	Poly(A)-specific ribonuclease PARN	PARN_HUMAN	2.28e-10	5073	16	14435700	14630275	-
PARP1	P09874	Poly [ADP-ribose] polymerase 1	PARP1_HUMAN	3.86e-20	142	1	226360691	226408100	-
PARP12	Q9H0J9	Protein mono-ADP-ribosyltransferase PARP12	PAR12_HUMAN	0.000148321	64761	7	140023744	140063828	-
PARP4	Q9UKK3	Protein mono-ADP-ribosyltransferase PARP4	PARP4_HUMAN	1.36e-12	143	13	24420930	24512993	-
PARP9	Q8IXQ6	Protein mono-ADP-ribosyltransferase PARP9	PARP9_HUMAN	8.98e-10	83666	3	122527910	122564676	-
PARS2	Q7L3T8	"Probable proline--tRNA ligase, mitochondrial"	SYPM_HUMAN	0.001629675	25973	1	54755519	54764553	-
PARVA	Q9NVD7	Alpha-parvin	PARVA_HUMAN	3.79e-23	55742	11	12376441	12535356	+
PARVB	Q9HBI1	Beta-parvin	PARVB_HUMAN	2.49e-16	29780	22	43999211	44169233	+
PARVG	Q9HBI0	Gamma-parvin	PARVG_HUMAN	4.1e-10	64098	22	44170227	44208469	+
PATJ	Q8NI35	InaD-like protein	INADL_HUMAN	0.001091497					
PAXBP1	Q9Y5B6	PAX3- and PAX7-binding protein 1	PAXB1_HUMAN	0.007192316	94104	21	32733899	32771858	-
PAXX	Q9BUH6	Protein PAXX	PAXX_HUMAN	4.11e-18					
PBDC1	Q9BVG4	Protein PBDC1	PBDC1_HUMAN	2.18e-14	51260	X	76172929	76178310	+
PBLD	P30039	Phenazine biosynthesis-like domain-containing protein	PBLD_HUMAN	0.000906967	64081	10	68282660	68332928	-
PBRM1	Q86U86	Protein polybromo-1	PB1_HUMAN	3.76e-05	55193	3	52545352	52685898	-
PBX1	P40424	Pre-B-cell leukemia transcription factor 1	PBX1_HUMAN	0.002632911	5087	1	164559360	164886047	+
PBXIP1	Q96AQ6	Pre-B-cell leukemia transcription factor-interacting protein 1	PBIP1_HUMAN	7.54e-13	57326	1	154944080	154956091	-
PC	P11498	"Pyruvate carboxylase, mitochondrial"	PYC_HUMAN	1.64e-15	5091	11	66848522	66958376	-
PCBD1	P61457	Pterin-4-alpha-carbinolamine dehydratase	PHS_HUMAN	4.9e-11	5092	10	70882280	70888786	-
PCBD2	Q9H0N5	Pterin-4-alpha-carbinolamine dehydratase 2	PHS2_HUMAN	0.00011903	84105	5	134905120	134962646	+
PCBP1	Q15365	Poly(rC)-binding protein 1	PCBP1_HUMAN	3.79e-23	5093	2	70087453	70089203	+
PCBP2	Q15366	Poly(rC)-binding protein 2	PCBP2_HUMAN	3.79e-23	5094	12	53452102	53481162	+
PCCA	P05165	"Propionyl-CoA carboxylase alpha chain, mitochondrial"	PCCA_HUMAN	3.3e-22	5095	13	100089015	100530437	+
PCCB	P05166	"Propionyl-CoA carboxylase beta chain, mitochondrial"	PCCB_HUMAN	3.24e-12	5096	3	136250325	136330171	+
PCDH1	Q08174	Protocadherin-1	PCDH1_HUMAN	1.23e-10	5097	5	141852319	141878813	-
PCDH7	O60245	Protocadherin-7	PCDH7_HUMAN	0.001335373	5099	4	30720319	31146801	+
PCDHGC3	Q9UN70	Protocadherin gamma-C3	PCDGK_HUMAN	0.003355314	5098	5	141476002	141512977	+
PCID2	Q5JVF3	PCI domain-containing protein 2	PCID2_HUMAN	1.95e-17	55795	13	113177539	113209466	-
PCIF1	Q9H4Z3	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase	CAPAM_HUMAN	0.000146732	63935	20	45934674	45948023	+
PCK2	Q16822	"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial"	PCKGM_HUMAN	7.25e-14	5106	14	24094131	24104132	+
PCM1	Q15154	Pericentriolar material 1 protein	PCM1_HUMAN	4.48e-07	5108	8	17922857	18029948	+
PCMT1	P22061	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	PIMT_HUMAN	1.45e-15	5110	6	149749695	149811421	+
PCMTD1	Q96MG8	Protein-L-isoaspartate O-methyltransferase domain-containing protein 1	PCMD1_HUMAN	4.34e-05	115294	8	51817575	51899186	-
PCNA	P12004	Proliferating cell nuclear antigen	PCNA_HUMAN	3.79e-23	5111	20	5114953	5126622	-
PCNP	Q8WW12	PEST proteolytic signal-containing nuclear protein	PCNP_HUMAN	7.18e-09	57092	3	101573534	101594437	+
PCOLCE	Q15113	Procollagen C-endopeptidase enhancer 1	PCOC1_HUMAN	6.17e-18	5118	7	100602259	100608175	+
PCTP	Q9UKL6	Phosphatidylcholine transfer protein	PPCT_HUMAN	0.001097562	58488	17	55750979	55843209	+
PCYOX1	Q9UHG3	Prenylcysteine oxidase 1	PCYOX_HUMAN	3.79e-23	51449	2	70258099	70281185	+
PCYOX1L	Q8NBM8	Prenylcysteine oxidase-like	PCYXL_HUMAN	0.007249838	78991	5	149358007	149369658	+
PCYT1A	P49585	Choline-phosphate cytidylyltransferase A	PCY1A_HUMAN	4.6e-14	5130	3	196238382	196287713	-
PCYT2	Q99447	Ethanolamine-phosphate cytidylyltransferase	PCY2_HUMAN	0.000451899	5833	17	81902901	81911477	-
PDAP1	Q13442	28 kDa heat- and acid-stable phosphoprotein	HAP28_HUMAN	0.000164749	11333	7	99394673	99408682	-
PDCD10	Q9BUL8	Programmed cell death protein 10	PDC10_HUMAN	3.79e-23	11235	3	167683735	167735422	-
PDCD11	Q14690	Protein RRP5 homolog	RRP5_HUMAN	7.11e-10	22984	10	103396624	103446295	+
PDCD4	Q53EL6	Programmed cell death protein 4	PDCD4_HUMAN	3.79e-23	27250	10	110871795	110900006	+
PDCD5	O14737	Programmed cell death protein 5	PDCD5_HUMAN	6.44e-12	9141	19	32581170	32587452	+
PDCD6	O75340	Programmed cell death protein 6	PDCD6_HUMAN	3.47e-11	10016	5	271621	314974	+
PDCD6IP	Q8WUM4	Programmed cell death 6-interacting protein	PDC6I_HUMAN	2.7e-17	10015	3	33798571	33869707	+
PDCL3	Q9H2J4	Phosducin-like protein 3	PDCL3_HUMAN	1.99e-13	79031	2	100562956	100576739	+
PDE12	Q6L8Q7	"2',5'-phosphodiesterase 12"	PDE12_HUMAN	1.9e-12	201626	3	57556252	57654979	+
PDE2A	O00408	"cGMP-dependent 3',5'-cyclic phosphodiesterase"	PDE2A_HUMAN	0.00033475	5138	11	72576140	72674453	-
PDE4DIP	Q5VU43	Myomegalin	MYOME_HUMAN	0.000160804	9659	1	148808167	149033019	+
PDE5A	O76074	"cGMP-specific 3',5'-cyclic phosphodiesterase"	PDE5A_HUMAN	0.002976137	8654	4	119494395	119628826	-
PDE6D	O43924	"Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"	PDE6D_HUMAN	7.48e-10	5147	2	231732425	231781327	-
PDGFRA	P16234	Platelet-derived growth factor receptor alpha	PGFRA_HUMAN	1.17e-05	5156	4	54229097	54298245	+
PDGFRB	P09619	Platelet-derived growth factor receptor beta	PGFRB_HUMAN	3.79e-23	5159	5	150113839	150155884	-
PDGFRL	Q15198	Platelet-derived growth factor receptor-like protein	PGFRL_HUMAN	8.83e-09	5157	8	17576433	17643133	+
PDHA1	P08559	"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial"	ODPA_HUMAN	4.2e-13	5160	X	19343893	19361707	+
PDHB	P11177	"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial"	ODPB_HUMAN	3.79e-23	5162	3	58427630	58433852	-
PDHX	O00330	"Pyruvate dehydrogenase protein X component, mitochondrial"	ODPX_HUMAN	1.86e-08	8050	11	34915829	34996128	+
PDIA3	P30101	Protein disulfide-isomerase A3	PDIA3_HUMAN	3.28e-14	2923	15	43746392	43772606	+
PDIA4	P13667	Protein disulfide-isomerase A4	PDIA4_HUMAN	3.79e-23	9601	7	149003051	149028690	-
PDIA5	Q14554	Protein disulfide-isomerase A5	PDIA5_HUMAN	3.3e-08	10954	3	123067009	123162106	+
PDIA6	Q15084	Protein disulfide-isomerase A6	PDIA6_HUMAN	6.17e-18	10130	2	10783391	10837977	-
PDK1	Q15118	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial"	PDK1_HUMAN	7.73e-08	5163	2	172555373	172670881	+
PDK3	Q15120	"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial"	PDK3_HUMAN	7.38e-13	5165	X	24465227	24550466	+
PDLIM1	O00151	PDZ and LIM domain protein 1	PDLI1_HUMAN	3.79e-23	9124	10	95237568	95291148	-
PDLIM2	Q96JY6	PDZ and LIM domain protein 2	PDLI2_HUMAN	3.79e-23	64236	8	22578741	22598025	+
PDLIM3	Q53GG5	PDZ and LIM domain protein 3	PDLI3_HUMAN	8.55e-15	27295	4	185500660	185535607	-
PDLIM4	P50479	PDZ and LIM domain protein 4	PDLI4_HUMAN	9.18e-11	8572	5	132257658	132273454	+
PDLIM5	Q96HC4	PDZ and LIM domain protein 5	PDLI5_HUMAN	3.79e-23	10611	4	94451857	94668227	+
PDLIM7	Q9NR12	PDZ and LIM domain protein 7	PDLI7_HUMAN	2.77e-22	9260	5	177483394	177497619	-
PDP1	Q9P0J1	"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial"	PDP1_HUMAN	1.2e-11	54704	8	93916855	93926068	+
PDPK1	O15530	3-phosphoinositide-dependent protein kinase 1	PDPK1_HUMAN	0.000475906	5170	16	2537964	2603191	+
PDPR	Q8NCN5	"Pyruvate dehydrogenase phosphatase regulatory subunit, mitochondrial"	PDPR_HUMAN	3.19e-13	55066	16	70113626	70162534	+
PDRG1	Q9NUG6	p53 and DNA damage-regulated protein 1	PDRG1_HUMAN	0.00645716	81572	20	31944955	31968710	-
PDS5A	Q29RF7	Sister chromatid cohesion protein PDS5 homolog A	PDS5A_HUMAN	4.04e-23	23244	4	39822863	39977956	-
PDS5B	Q9NTI5	Sister chromatid cohesion protein PDS5 homolog B	PDS5B_HUMAN	8.33e-09	23047	13	32586427	32778020	+
PDXDC1	Q6P996	Pyridoxal-dependent decarboxylase domain-containing protein 1	PDXD1_HUMAN	7.41e-19	23042	16	14974591	15139349	+
PDXK	O00764	Pyridoxal kinase	PDXK_HUMAN	4.08e-07	8566	21	43719097	43762307	+
PDZD11	Q5EBL8	PDZ domain-containing protein 11	PDZ11_HUMAN	6.13e-07	51248	X	70286361	70289948	-
PDZD2	O15018	PDZ domain-containing protein 2	PDZD2_HUMAN	0.007957716	23037	5	31639363	32110932	+
PDZK1	Q5T2W1	Na(+)/H(+) exchange regulatory cofactor NHE-RF3	NHRF3_HUMAN	0.006456177	5174	1	145670852	145707400	-
PEA15	Q15121	Astrocytic phosphoprotein PEA-15	PEA15_HUMAN	1.94e-06	8682	1	160205319	160215376	+
PEAK1	Q9H792	Inactive tyrosine-protein kinase PEAK1	PEAK1_HUMAN	1.62e-18	79834	15	77100829	77420104	-
PEBP1	P30086	Phosphatidylethanolamine-binding protein 1	PEBP1_HUMAN	4.77e-19	5037	12	118136065	118145585	+
PECAM1	P16284	Platelet endothelial cell adhesion molecule	PECA1_HUMAN	1.07e-22	5175	17	64319415	64413801	-
PECR	Q9BY49	Peroxisomal trans-2-enoyl-CoA reductase	PECR_HUMAN	1.1e-07	55825	2	216038388	216081816	-
PEF1	Q9UBV8	Peflin	PEF1_HUMAN	6.28e-08	553115	1	31629862	31645237	-
